2021,07,11,10:09:22,47
2021,07,11,10:31:11,90
2021,07,02,14:03:33,44
2018,12,25,01:07:33,55
2018,12,25,01:11:39,522
2018,12,25,10:53:13,18
2018,12,25,11:19:51,47
2018,12,25,12:10:44,8
2018,12,25,12:57:31,50
2018,12,25,13:07:46,67
2018,12,25,14:19:57,16
2018,12,25,14:56:52,9
2018,12,25,15:31:08,63
2018,12,25,15:43:10,31
2018,12,25,15:53:57,2
2018,12,25,16:39:02,94
2018,12,25,16:50:10,83
2018,12,25,17:00:49,148
2018,12,25,17:10:49,25
2018,12,25,17:43:21,211
2018,12,25,17:53:30,84
2018,12,25,18:38:52,14
2018,12,25,19:02:48,34
2018,12,25,19:23:39,33
2018,12,25,19:45:59,84
2018,12,25,20:10:05,66
2018,12,25,20:27:27,56
2018,12,25,20:50:13,110
2018,12,25,21:02:17,145
2018,12,25,21:20:49,142
2018,12,25,21:58:14,71
2018,12,25,22:11:40,22
2018,12,25,22:52:24,42
2016,09,24,07:16:42,39
2016,09,24,08:04:23,81
2016,09,24,08:14:22,57
2016,09,24,08:26:41,16
2016,09,24,10:36:03,15
2016,09,24,10:54:21,70
2016,09,24,11:21:41,227
2016,09,24,11:31:30,373
2016,09,24,11:41:11,37
2016,09,24,11:51:09,26
2016,09,24,11:57:45,102
2016,09,24,12:15:03,38
2016,09,24,12:29:02,63
2016,09,24,12:37:18,111
2016,09,24,12:47:15,25
2016,09,24,12:54:50,111
2016,09,24,13:02:51,77
2016,09,24,14:29:44,66
2016,09,24,14:38:16,43
2016,09,24,14:47:48,53
2016,09,24,15:00:34,30
2016,09,24,16:23:06,52
2016,09,24,16:33:04,24
2016,09,24,16:42:11,88
2016,09,24,16:59:49,192
2016,09,24,17:09:40,279
2016,09,24,17:19:32,952
2016,09,24,17:28:41,34
2016,09,24,17:37:12,347
2016,09,24,17:47:12,727
2016,09,24,17:56:16,231
2016,09,24,18:06:16,975
2016,09,24,18:16:07,320
2016,09,24,18:26:02,231
2016,09,24,19:43:04,57
2016,09,24,20:04:28,33
2016,09,24,20:19:44,18
2016,09,24,20:29:36,25
2016,09,24,22:05:57,16
2016,09,24,22:58:16,15
2016,09,24,23:22:29,16
2016,09,24,23:36:26,17
2016,09,25,07:19:30,9
2016,09,25,09:24:10,8
2016,09,25,09:30:23,8
2016,09,25,10:21:10,12
2016,09,25,10:27:25,39
2016,09,25,10:57:04,10
2016,09,25,11:12:40,30
2016,09,25,11:38:37,24
2016,09,25,12:08:41,65
2016,09,25,12:17:42,90
2016,09,25,12:27:37,161
2016,09,25,12:37:37,74
2016,09,25,12:44:59,11
2016,09,25,12:50:16,68
2016,09,25,13:51:39,19
2016,09,25,14:03:45,18
2016,09,25,14:21:21,8
2016,09,25,14:49:25,52
2016,09,25,14:57:10,227
2016,09,25,15:07:08,19
2016,09,25,15:31:14,19
2016,09,25,15:45:55,42
2016,09,25,15:55:52,41
2016,09,25,16:02:32,231
2016,09,25,16:20:21,84
2016,09,25,16:41:08,13
2016,09,25,17:08:29,110
2016,09,25,17:19:12,26
2016,09,25,17:28:59,12
2016,09,25,18:12:22,41
2016,09,25,18:19:07,60
2016,09,25,18:41:16,44
2016,09,25,18:47:44,26
2016,09,25,18:57:05,27
2016,09,25,19:12:34,8
2016,09,25,19:28:41,44
2016,09,25,19:42:48,18
2016,09,25,19:49:08,40
2016,09,25,22:11:21,14
2016,09,26,05:45:53,31
2016,09,26,06:01:30,61
2016,09,26,06:11:09,380
2016,09,26,06:32:19,24
2016,09,26,06:38:44,36
2016,09,26,06:57:29,169
2016,09,26,07:02:34,155
2016,09,26,07:11:39,16
2016,09,26,07:28:12,29
2016,09,26,07:35:45,13
2016,09,26,07:44:51,58
2016,09,26,08:03:22,31
2016,09,26,08:11:35,110
2016,09,26,08:22:52,25
2016,09,26,08:32:52,173
2016,09,26,08:42:25,9
2016,09,26,09:54:17,314
2016,09,26,10:04:09,76
2016,09,26,10:19:35,64
2016,09,26,10:27:32,303
2016,09,26,11:24:34,48
2016,09,26,11:33:10,10
2016,09,26,11:49:27,98
2016,09,26,11:59:26,160
2016,09,26,12:07:53,8
2016,09,26,13:19:19,256
2016,09,26,14:33:10,101
2016,09,26,14:44:39,296
2016,09,26,14:54:30,191
2016,09,26,15:01:49,25
2016,09,26,15:48:35,30
2016,09,26,16:03:01,1
2016,09,26,17:20:18,26
2016,09,26,17:40:51,10
2016,09,26,17:50:36,1
2016,09,26,18:40:23,7
2016,09,26,18:46:26,29
2016,09,26,19:26:18,54
2016,09,26,19:53:53,32
2016,09,27,05:35:29,26
2016,09,27,05:49:31,27
2016,09,27,05:55:59,32
2016,09,27,06:05:49,363
2016,09,27,06:15:12,62
2016,09,27,06:24:15,19
2016,09,27,06:36:41,8
2016,09,27,06:46:52,11
2016,09,27,06:53:19,170
2016,09,27,07:00:08,49
2016,09,27,07:10:08,173
2016,09,27,07:19:44,75
2016,09,27,07:29:04,141
2016,09,27,07:38:08,41
2016,09,27,07:50:50,15
2016,09,27,08:07:09,148
2016,09,27,08:18:15,10
2016,09,27,08:25:32,8
2016,09,27,08:31:52,175
2016,09,27,09:39:46,8
2016,09,27,09:54:58,343
2016,09,27,10:04:51,85
2016,09,27,10:17:39,112
2016,09,27,10:26:01,484
2016,09,27,10:35:51,3
2016,09,27,10:57:13,14
2016,09,27,11:50:42,95
2016,09,27,12:00:42,194
2016,09,27,12:32:58,45
2016,09,27,13:19:29,212
2016,09,27,14:44:24,305
2016,09,27,18:37:36,11
2016,09,27,19:16:58,212
2016,09,27,19:26:57,292
2016,09,27,21:06:38,7
2016,09,28,05:26:52,39
2016,09,28,05:36:49,14
2016,09,28,05:55:42,36
2016,09,28,06:03:28,369
2016,09,28,06:14:41,25
2016,09,28,06:21:09,53
2016,09,28,06:31:57,24
2016,09,28,06:38:14,29
2016,09,28,06:45:34,10
2016,09,28,06:51:11,178
2016,09,28,07:02:31,174
2016,09,28,07:12:00,36
2016,09,28,07:20:37,69
2016,09,28,07:53:04,16
2016,09,28,07:59:14,13
2016,09,28,08:06:03,33
2016,09,28,08:29:50,155
2016,09,28,09:54:18,311
2016,09,28,10:04:14,240
2016,09,28,10:15:06,86
2016,09,28,10:23:36,610
2016,09,28,10:33:34,83
2016,09,28,11:52:21,218
2016,09,28,12:22:33,24
2016,09,28,12:38:42,17
2016,09,28,12:53:26,78
2016,09,28,13:19:53,248
2016,09,28,14:44:46,291
2016,09,28,15:34:07,38
2016,09,28,15:41:12,9
2016,09,28,17:12:44,9
2016,09,28,17:18:54,17
2016,09,28,17:32:07,37
2016,09,28,18:02:28,9
2016,09,28,20:17:32,10
2016,09,28,20:23:34,31
2016,09,28,21:42:02,8
2016,09,28,22:15:52,17
2016,09,29,05:36:18,32
2016,09,29,06:03:24,91
2016,09,29,06:13:15,340
2016,09,29,06:22:48,19
2016,09,29,06:32:48,11
2016,09,29,06:45:54,9
2016,09,29,06:52:35,208
2016,09,29,07:00:41,116
2016,09,29,07:10:31,75
2016,09,29,07:19:51,21
2016,09,29,07:26:24,8
2016,09,29,08:03:08,24
2016,09,29,08:13:01,52
2016,09,29,08:29:16,162
2016,09,29,09:54:30,285
2016,09,29,10:04:28,39
2016,09,29,10:20:06,65
2016,09,29,10:27:03,370
2016,09,29,11:52:21,256
2016,09,29,13:19:35,291
2016,09,29,14:44:30,303
2016,09,29,14:54:48,36
2016,09,29,15:10:31,28
2016,09,29,15:26:43,35
2016,09,29,15:34:46,25
2016,09,29,15:47:04,17
2016,09,29,16:45:02,65
2016,09,29,17:19:52,11
2016,09,29,17:44:35,10
2016,09,29,17:56:50,40
2016,09,29,18:05:56,8
